,draft_yr,pick,fg_pct,fg3_pct,ft_pct,min_pg,pts_pg,trb_pg,ast_pg,fg_pg,fga_pg,fg3_pg,fg3a_pg,efg_pct,ft_pg,fta_pg,orb_pg,drb_pg,steals_pg,blocks_pg,tov_pg,pf_pg,ws_per_game,bpm,vorp,attend_college,inches,pounds,pos_num,player_comp
977,1998,31,0.517,0.179,0.641,24.6,10.7,4.2,1.8,4.1,8,0.1,0.3,0.52,2.4,3.8,2,2.2,1.2,0.4,1.8,2.2,0.106,0.9,11.8,1,77,224,3,Richard Dumas
978,1998,32,0.452,0.386,0.805,32,14.9,5.2,1.7,5.4,11.9,1.7,4.4,0.524,2.4,3,1.4,3.8,1.1,0.5,1.5,2.3,0.13,2,34.1,0,82,215,3,Nicolas Batum
979,1998,33,0.539,0,0.49,14.7,4.6,3.5,0.5,2,3.6,0,0,0.539,0.7,1.4,1.1,2.4,0.3,0.7,0.9,2,0.064,-3.1,-1.1,1,82,245,5,Dan Gadzuric
980,1998,34,0.401,0.366,0.798,16.5,5.8,1.6,2.4,2.1,5.2,0.8,2.2,0.477,0.9,1.1,0.3,1.3,0.6,0,1,1.2,0.079,-2.3,-0.4,1,73,201,1,Dan Dickau
981,1998,36,0.485,0,0.617,13.3,4.3,3.1,0.3,1.8,3.7,0,0,0.485,0.7,1.1,1.1,2,0.3,1.1,1.1,2.8,0.029,-3.1,-1.3,1,84,300,5,David Harrison
982,1998,37,0.125,0,0,1.6,0.2,0.3,0,0.1,0.9,0,0,0.125,0,0,0.3,0,0,0,0.2,0.2,-0.498,-27.8,-0.1,1,83,260,5,Ben Bentil
983,1998,38,0.333,0,0,7.4,1.2,1.4,0,0.6,1.8,0,0,0.333,0,0,0.6,0.8,0.2,0,0.6,1,-0.091,-11.9,-0.1,1,81,245,4,Walter Sharpe
984,1998,39,0.383,0.354,0.729,28.9,10.1,2.8,4.8,3.7,9.5,1.5,4.2,0.461,1.3,1.8,0.4,2.5,1.2,0.2,1.8,2.1,0.081,0.2,10.9,1,74,171,1,Jameer Nelson
985,1998,40,0.5,0.25,1,5,4.3,1.3,0.3,1.7,3.3,0.3,1.3,0.55,0.7,0.7,0.7,0.7,0,0,0.3,1,0.28,6,0,0,79,213,3,Nando De Colo
986,1998,41,0.433,0.378,0.835,37,16,3.9,2.7,5.8,13.4,1.5,3.8,0.487,3,3.6,0.7,3.2,1.2,0.4,2,2.3,0.091,0.2,15.3,1,76,190,1,Michael Dickerson
987,1998,42,0.2,0,0,3.8,0.4,0.4,0,0.2,1,0,0.4,0.2,0,0,0.2,0.2,0.2,0,0.6,0.2,-0.289,-15.5,-0.1,1,75,202,2,Kevin Murphy
988,1998,43,0.51,0,0.534,17.7,5.9,5.8,0.2,2.2,4.3,0,0,0.51,1.4,2.7,2.1,3.7,0.4,1.1,1.2,2.7,0.085,-3.8,-2.7,1,81,290,4,Etan Thomas
989,1998,44,0.448,0.2,0.665,9.9,2.8,2.2,0.2,1.1,2.5,0,0.1,0.452,0.5,0.8,0.7,1.5,0.1,0.4,0.5,1.5,0.055,-4.9,-1.7,1,82,250,4,Jabari Smith
990,1998,45,0.407,0.2,0.692,9.6,3.3,1.7,0.6,1.3,3.1,0,0.2,0.414,0.7,1.1,0.7,1,0.3,0.1,0.5,1.1,0.072,-4,-0.3,1,78,213,2,Bubba Wells
991,1998,46,0.455,0,0.778,7.6,3,1.7,0.4,1.2,2.5,0,0.1,0.455,0.7,0.9,0.8,0.9,0.5,0.2,0.6,1.7,0.114,-0.5,0.1,1,81,238,4,Torraye Braggs
992,1998,47,1,1,0.5,3,4,0,2,1,1,1,1,1.5,1,2,0,0,0,0,0,1,1.367,19.6,0,1,70,165,1,Chad Gallagher
993,1998,48,0.352,0,0.787,9.2,2.3,1.8,0.2,0.7,2,0,0,0.352,0.9,1.1,0.8,1,0.1,0.5,0.6,1.8,0.028,-4.6,-0.3,1,83,215,4,Amal McCaskill
994,1998,49,0.329,0.167,0.75,14.9,4.1,1.2,1.6,1.7,5.1,0.1,0.7,0.34,0.6,0.8,0.2,1,0.5,0.2,1.1,1.6,-0.089,-8.8,-1.1,1,75,210,2,Lamont Strothers
995,1998,52,0.372,0.19,0.672,8.4,3.1,1.6,0.8,1.3,3.4,0.1,0.5,0.386,0.5,0.7,0.5,1.1,0.3,0.1,0.4,0.6,0.045,-3.5,-0.3,1,76,184,2,Toby Bailey
996,1998,53,0.45,0.334,0.757,19.1,5,2.8,1.3,2,4.4,0.4,1.3,0.498,0.7,0.9,0.8,2,0.8,0.2,0.7,2.4,0.092,0.1,5.8,1,76,210,2,Shandon Anderson
997,1998,54,0.409,0.2,0.791,12,2.9,2.2,0.5,1,2.5,0,0.2,0.416,0.8,1.1,0.9,1.3,0.5,0.1,0.5,1.4,0.08,-2.1,0,1,80,220,3,Ryan Bowen
998,1998,55,0.456,0.206,0.693,12.8,2.6,2.1,0.5,1.1,2.4,0,0.1,0.462,0.4,0.6,1,1.1,0.6,0.3,0.3,1.5,0.092,0,3.3,1,79,215,3,Tremaine Fowlkes
999,1998,56,0.365,0.4,0.556,11,3.2,1.6,0.7,1.2,3.2,0.1,0.2,0.375,0.8,1.5,0.7,0.9,0.3,0.1,0.6,1,-0.025,-6.1,-0.3,1,80,226,3,Tamar Slay
1000,1998,57,0.475,0,0.667,8.1,2.1,2.3,0.3,0.9,1.8,0,0,0.475,0.4,0.5,1.1,1.2,0.2,0.1,0.7,1.5,0.071,-4.1,-0.1,1,80,245,4,Brandon Hunter
1001,1998,58,0.616,0.375,0.74,7.9,2.7,1.7,0.2,1,1.6,0,0.1,0.625,0.7,0.9,0.5,1.1,0.2,0.4,0.5,1.3,0.134,-1.3,0.1,1,81,215,4,Jeremy Evans
1002,1997,1,0.506,0.179,0.696,34,19,10.8,3,7.4,14.6,0,0.1,0.507,4.2,6.1,2.8,8.1,0.7,2.2,2.4,2.4,0.209,5.5,89.3,1,83,250,4,David Robinson
1003,1997,2,0.443,0.361,0.835,31.6,16,6.8,1.6,5.9,13.3,1,2.9,0.482,3.2,3.8,2,4.8,0.8,0.5,2.2,3,0.11,-0.2,8.4,1,82,220,4,Antawn Jamison
1004,1997,3,0.415,0.387,0.894,31.6,15.2,2.9,5.4,4.5,10.9,1.8,4.5,0.495,4.3,4.8,0.5,2.4,1,0.2,2,2.1,0.176,2.5,37.6,1,75,202,1,Kyle Lowry
1005,1997,4,0.444,0.311,0.793,22.6,7.6,1.8,3.4,2.6,5.9,0.4,1.3,0.479,2,2.5,0.3,1.6,0.6,0.1,1.1,1.1,0.115,-1.2,4.1,1,76,195,2,Keyon Dooling
1006,1997,5,0.488,0.162,0.69,21.1,6.1,5.1,0.6,2.6,5.2,0,0.1,0.49,0.9,1.4,1.6,3.5,0.5,0.9,0.8,2.6,0.099,-1.6,1.9,1,83,230,4,Samaki Walker
1007,1997,6,0.429,0.25,0.808,31.1,13.6,3.1,2.1,5.8,13.4,0.1,0.6,0.434,2,2.4,0.9,2.2,1.1,0.3,1.6,2,0.034,-3.3,-4.3,1,79,210,2,John Long
1008,1997,7,0.437,0.369,0.758,25.9,11.5,4.1,1.5,4.2,9.6,1.2,3.2,0.497,1.9,2.5,1,3.1,0.7,0.4,1.5,2.7,0.079,-1,5.4,1,82,230,3,Walt Williams
1009,1997,8,0.477,0,0.499,17.8,4.1,4.7,0.5,1.8,3.8,0,0,0.477,0.5,1,1.8,2.9,0.4,1.6,0.8,2.1,0.069,-0.8,3.9,1,82,250,5,Kelvin Cato
1010,1997,9,0.435,0.338,0.746,32.7,19.6,5.6,4.4,7.2,16.4,1.2,3.4,0.47,4.1,5.5,1.4,4.2,1.2,0.9,2.2,1.8,0.152,4.6,50.6,0,80,210,3,Dirk Nowitzki
1011,1997,10,0.472,0.167,0.785,20.1,8.2,7.2,0.7,2.7,5.8,0,0,0.472,2.8,3.5,2.7,4.5,0.4,0.2,1.5,3.5,0.121,-3,-2.1,1,79,260,4,Brian Grant
1012,1997,11,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.1,7.3,0.1,0.3,0.422,1.6,2.2,1.2,2.1,0.8,0.4,1.3,2.1,0.035,-3.2,-1.5,1,78,223,2,Jeff Grayer
1013,1997,12,0.407,0.34,0.861,17.4,6.8,4,1,2.3,5.6,0.7,1.9,0.466,1.6,1.9,1.1,3,0.4,0.3,1,1.7,0.115,-0.5,4.3,1,81,235,4,Danny Ferry
1014,1997,13,0.408,0.341,0.853,29.2,12,3.2,3.4,3.9,9.6,1,3.1,0.463,3,3.6,0.7,2.5,1.1,0.1,1.7,2,0.117,0.9,13.3,1,77,194,3,Ricky Davis
1015,1997,14,0.466,0.152,0.711,25,11,4.6,1.2,4.6,9.9,0,0.1,0.467,1.8,2.5,1.5,3.1,0.5,0.5,1.8,3,0.036,-3.8,-5.9,1,81,260,4,Marcus Fizer
1016,1997,15,0.507,0.077,0.644,19.6,5.5,5.3,0.5,2.1,4.1,0,0,0.507,1.3,2,1.6,3.7,0.5,1.3,0.8,2.5,0.129,-0.3,4.6,1,83,255,5,Etan Thomas
1017,1997,16,0.412,0.134,0.789,24.9,7.3,2.4,6.1,2.8,6.7,0,0.2,0.414,1.8,2.2,0.4,2.1,1.7,0.1,1.9,2.5,0.086,-1.1,4.3,1,70,173,1,Speedy Claxton
1018,1997,17,0.402,0.394,0.718,16,4.7,2.2,0.5,1.9,4.6,0.5,1.3,0.458,0.5,0.7,0.7,1.6,0.6,0.4,0.8,2.3,0.007,-3.5,-0.3,1,81,220,3,Devean George
1019,1997,18,0.413,0.138,0.755,13.9,5.2,3.4,0.8,2,4.7,0,0.2,0.416,1.3,1.7,1.1,2.3,0.5,0.4,0.9,2.4,0.062,-2.8,-0.4,0,84,249,5,Johan Petro
1020,1997,19,0.494,0,0.709,16.5,4.4,4.6,0.4,1.7,3.4,0,0,0.494,1,1.4,1.8,2.9,0.6,0.7,0.6,2.3,0.153,0.6,5.5,1,83,265,5,Evan Eschmeyer
1021,1997,20,0.448,0,0.375,6.9,1.8,1.1,0.2,0.8,1.8,0,0,0.448,0.2,0.5,0.5,0.6,0.1,0.1,0.6,1.3,-0.043,-7.8,-0.2,1,84,245,5,Gary Leonard
1022,1997,21,0.444,0.404,0.794,27.8,9.1,3.2,2.3,3.4,7.6,1.2,3,0.523,1.1,1.4,0.5,2.7,0.9,0.2,1,1.6,0.085,0.6,9.1,1,78,215,2,Courtney Lee
1023,1997,22,0.339,0.341,0.814,13.5,6.2,1.2,0.8,2.2,6.4,0.5,1.5,0.378,1.4,1.7,0.3,1,0.5,0.2,1,1.7,0.009,-6.2,-0.9,1,75,210,2,Bo Kimble
1024,1997,23,0.417,0.354,0.793,22.2,9.7,3.1,2.6,3.6,8.7,0.9,2.6,0.47,1.5,1.9,0.8,2.3,0.9,0.1,1.3,1.8,0.09,-0.1,7.8,1,73,185,1,Tony Delk
1025,1997,24,0.347,0.2,0.62,17.1,5.3,1.2,1.7,1.7,5,0,0.2,0.351,1.8,2.8,0.5,0.7,1,0.2,1.7,2,-0.064,-6.6,-1.4,1,78,225,3,Todd Mitchell
1026,1997,25,0.502,0,0.591,10.8,2.7,2.1,0.3,1.1,2.1,0,0,0.502,0.5,0.9,1,1.1,0.3,0.2,0.5,1.8,0.067,-3.3,-0.7,1,81,265,4,Mark Madsen
1027,1997,26,0.409,0.288,0.606,13.9,5.1,1.4,0.9,2.1,5.1,0.5,1.8,0.459,0.4,0.7,0.4,1,0.6,0.5,0.8,1.4,0.036,-1.7,0.2,1,76,194,2,Lawrence Moten
1028,1988,3,0.475,0.194,0.774,29,14.4,5.8,1.4,5.3,11.2,0,0.2,0.477,3.7,4.8,2.1,3.6,0.8,1.4,1.8,3.4,0.12,0.2,9.3,1,82,230,4,Roy Hinson
1029,1997,27,0.429,0.352,0.779,16.3,4.5,1.3,2.5,1.7,3.9,0.1,0.3,0.445,1,1.3,0.2,1.1,0.5,0,1,1.6,0.058,-4.2,-7.1,1,73,190,1,Doug Overton
1030,1997,28,0.325,0.091,0.563,10,2.9,2.2,0.9,1.1,3.5,0,0.2,0.328,0.6,1.1,0.6,1.6,0.5,0.2,0.9,1.4,-0.08,-6.2,-0.5,1,78,226,3,Ryan Humphrey
1031,1997,31,0.4,0,0.87,8.3,2.5,1.4,0.6,1,2.6,0,0.1,0.4,0.4,0.5,0.7,0.7,0.2,0.1,0.4,0.8,0.07,-2.8,-0.1,1,77,209,2,Toby Bailey
1032,1997,32,0.359,0,0.778,4.8,2.6,0.8,0,0.7,2.1,0,0.4,0.359,1.1,1.4,0.2,0.6,0.2,0.1,0.5,0.5,0.008,-14.7,-0.3,1,77,220,2,Dyron Nix
1033,1997,34,0.414,0.167,0.721,10.1,3.3,1.7,0.9,1.2,3,0,0.2,0.418,0.8,1.1,0.6,1.2,0.4,0.1,0.8,1,0.013,-5,-0.3,1,77,230,2,Toby Bailey
1034,1997,35,0.462,0,0.64,7.3,2.7,2.1,0.1,0.8,1.7,0,0,0.462,1.1,1.7,0.6,1.5,0.3,0.1,0.5,0.9,0.098,-5.5,-0.1,1,80,239,4,Sean Lampley
1035,1997,36,0.382,0.45,0.571,4.5,2.6,0.6,0.1,0.9,2.4,0.4,0.9,0.464,0.3,0.6,0.3,0.3,0.3,0.1,0.3,0.5,0.008,-5.2,-0.1,1,76,196,2,Brandon Armstrong
1036,1997,37,0.446,0.226,0.814,19.6,8.4,4.3,0.8,3.1,6.9,0,0.1,0.447,2.2,2.7,1.6,2.6,0.4,0.3,1.2,2,0.082,-3.6,-3.1,1,82,270,5,Glen Davis
1037,1997,38,0.391,0.362,0.632,11.7,5.1,1.9,0.7,1.8,4.7,0.6,1.7,0.458,0.8,1.3,0.6,1.4,0.5,0.1,1.1,1.8,0.02,-3.8,-0.3,1,81,245,4,Walter McCarty
1038,1997,39,0.414,0.356,0.745,19.6,5.6,1.7,2.9,2.2,5.2,0.4,1.2,0.454,0.9,1.2,0.4,1.3,0.7,0.1,1.1,1.6,0.072,-2.1,-0.4,1,75,190,1,Jason Hart
1039,1997,41,0.6,0,0.8,4.7,1.5,1.6,0.3,0.5,0.9,0,0,0.6,0.5,0.6,0.5,1.1,0.2,0.2,0.1,0.8,0.28,4.8,0.1,1,83,240,5,Jerome Jordan
1040,1997,42,0.414,0.333,0.798,31.9,15.1,3.9,3.1,5.4,13,1.5,4.4,0.471,2.9,3.7,0.8,3.1,1.3,0.4,2.5,2.4,0.063,0,13.6,1,80,218,3,Khris Middleton
1041,1997,44,0.436,0.14,0.715,23.8,7.3,2.9,1.6,3,6.9,0,0.2,0.437,1.2,1.7,0.7,2.3,0.9,0.4,1.5,2.2,0.026,-2.4,-0.7,1,79,215,3,Mark A. Davis
1042,1986,32,0.5,0,1,2,1.4,1,0,0.5,1,0,0,0.5,0.4,0.4,0.4,0.6,0,0,0.5,0.3,-0.015,-18.9,-0.1,1,80,210,4,Isaiah Morris
1043,1997,45,0.328,0,0.767,7.3,3.1,0.4,1.8,1,2.9,0,0.1,0.328,1.2,1.5,0.1,0.3,0.4,0.1,1.1,1.4,-0.049,-9.6,-0.3,1,72,169,1,Billy Donovan
1044,1997,46,0.402,0.346,0.757,22.1,6.9,2.1,1,2.6,6.6,0.8,2.3,0.461,0.8,1.1,0.8,1.3,0.8,0.4,1,2.2,0.002,-3.7,-1,1,76,190,2,Willie Green
1045,1997,47,0.421,0.313,0.76,27.4,9,2.5,4.1,3.6,8.6,0.5,1.4,0.448,1.4,1.8,0.5,1.9,1.2,0.2,1.4,2,0.082,-0.9,3.6,1,77,185,2,Delonte West
1046,1997,48,0.425,0.34,0.799,19.9,7.9,3.5,0.8,3.2,7.6,0.2,0.7,0.44,1.1,1.4,1.1,2.4,0.5,0.4,0.9,1.8,0.048,-4.2,-3.1,0,83,270,5,David Andersen
1047,1997,50,0.437,0.347,0.824,15.8,6.6,2.2,0.6,2.4,5.5,0.3,0.8,0.462,1.5,1.8,0.8,1.4,0.4,0.3,0.9,2,0.078,-2.9,-0.9,1,81,235,4,Brian Cardinal
1048,1997,51,0.383,0.39,0.7,9.3,3.3,0.7,1.6,1.2,3,0.4,1,0.444,0.6,0.9,0.2,0.5,0.4,0,0.7,0.9,0.034,-4.4,-0.4,1,72,165,1,Tony Bennett
1049,1997,54,0.504,0.359,0.723,23.1,8.2,4.6,0.8,3.3,6.6,0.1,0.2,0.508,1.4,2,1.5,3.1,0.5,0.8,1.5,2.6,0.065,-2.4,-1.4,1,84,230,5,Matt Geiger
1050,1996,1,0.425,0.313,0.78,41.1,26.7,3.7,6.2,9.3,21.8,1.2,3.7,0.452,7,8.9,0.8,2.9,2.2,0.2,3.6,1.9,0.126,2.7,44.1,1,72,165,1,Russell Westbrook
1051,1996,2,0.466,0.205,0.67,29.5,9.5,9.8,1.9,3.9,8.3,0,0.1,0.468,1.8,2.6,2.7,7.1,1,2.4,1.4,2.8,0.137,2.9,35.6,1,83,220,5,Dikembe Mutombo
1052,1996,3,0.472,0.297,0.81,34.8,18.1,7.5,2.5,6.5,13.9,0.2,0.6,0.479,4.8,6,2.3,5.3,1,0.8,2.6,2.8,0.118,0.9,21.1,1,81,225,4,Chris Bosh
1053,1996,4,0.433,0.325,0.784,37.7,19.3,3,7.6,6.8,15.7,1.2,3.6,0.47,4.5,5.7,0.7,2.3,1.2,0.1,3,2.4,0.117,1.2,25.6,1,74,180,1,Deron Williams
1054,1996,5,0.452,0.4,0.894,35.6,18.9,4.1,3.4,6.6,14.6,2.3,5.7,0.53,3.4,3.8,0.9,3.1,1.1,0.2,2.1,2.2,0.15,3,58.1,1,77,205,2,Reggie Miller
1055,1996,6,0.414,0.325,0.633,35.3,17.5,7.7,3.5,6.8,16.5,1.6,4.8,0.461,2.3,3.7,2.1,5.6,1.2,0.5,2.8,2.8,0.058,0.8,21.9,1,80,224,4,Antawn Jamison
1056,1996,7,0.459,0.069,0.645,23.8,8,6.4,0.8,3.3,7.2,0,0,0.459,1.4,2.1,2.2,4.2,0.6,0.7,1.1,2.9,0.079,-2,0,1,83,225,5,Olden Polynice
1057,1996,8,0.439,0.378,0.78,33.4,14.1,3.9,2.6,5.5,12.5,1.4,3.6,0.493,1.8,2.3,1,2.9,1.6,0.4,1.2,1.8,0.127,1.9,16.9,1,77,179,2,Nick Anderson
1058,1996,9,0.462,0.111,0.63,17.1,5.3,4.7,0.6,2.1,4.6,0,0,0.462,1.1,1.8,1.4,3.3,0.3,0.7,0.9,2,0.089,-3,-1.8,1,81,240,4,Donnell Harvey
1059,1996,10,0.498,0.125,0.626,24.3,7.4,7.1,0.8,2.8,5.7,0,0,0.498,1.8,2.8,2.8,4.3,0.3,1.4,1.5,2.9,0.105,0.2,13.1,1,83,265,5,Brendan Haywood
1060,1996,11,0.422,0,0.668,11.1,3.7,3,0.2,1.4,3.3,0,0,0.422,0.9,1.3,1.1,1.9,0.2,0.3,0.6,1.6,0.041,-7.1,-3.2,1,83,255,5,David Vaughn
1061,1996,12,0.479,0.167,0.694,19,6.5,4.5,0.7,2.7,5.6,0,0,0.479,1.2,1.7,1.7,2.7,0.4,0.3,1.3,2.5,0.064,-3.5,-4.4,1,82,280,5,Sean May
1062,1996,13,0.447,0.329,0.837,36.1,25,5.2,4.7,8.7,19.5,1.4,4.1,0.482,6.2,7.4,1.1,4.1,1.4,0.5,3,2.5,0.17,3.9,72.1,0,78,212,2,Tracy McGrady
1063,1996,15,0.49,0.428,0.904,31.3,14.3,3,8.5,5.2,10.6,1.4,3.2,0.556,2.5,2.8,0.5,2.5,0.7,0.1,2.9,1.6,0.164,1.3,31.2,1,75,195,1,Deron Williams
1064,1996,16,0.408,0.343,0.769,21.5,9.1,2.5,1.9,3.4,8.4,0.9,2.5,0.459,1.4,1.8,0.6,1.8,0.8,0.1,1.1,1.6,0.08,-1.3,2.1,1,73,189,1,Bobby Jackson
1065,1996,17,0.467,0.147,0.715,27.1,13.2,7.2,1.4,5.1,10.9,0,0.1,0.467,3,4.2,2,5.2,0.5,1.8,1.9,2.9,0.116,0,13.9,0,83,226,4,Zydrunas Ilgauskas
1066,1996,18,0.462,0.3,0.74,16.1,7.6,2.8,0.7,3,6.6,0,0.1,0.465,1.5,2.1,0.9,1.9,0.4,0.6,1.2,1.9,0.05,-4.5,-3.8,1,80,225,3,Stacey King
1067,1996,19,0.392,0.346,0.698,17.5,5.2,2.6,1.1,1.8,4.7,0.8,2.2,0.474,0.7,1,0.7,1.9,0.6,0.3,0.9,2,0.064,-1.4,1.7,1,82,230,4,Devean George
1068,1996,20,0.476,0.31,0.78,27.2,13,7.3,1.1,5,10.5,0,0.1,0.478,3,3.8,2.9,4.4,0.5,1.6,1.8,3.3,0.139,0.3,13,0,87,238,5,Jermaine O'Neal
1069,1996,21,0.333,0.261,0,6.1,2.9,0.6,0.3,1.3,3.8,0.4,1.5,0.386,0,0,0.2,0.4,0.1,0.2,0.7,0.8,-0.175,-11.8,-0.2,1,80,220,3,Jeff Webster
1070,1996,22,0.483,0.5,0.532,16.9,4.8,3.5,0.4,2.1,4.4,0,0,0.484,0.5,1,1.3,2.2,0.2,1.5,0.7,2,0.035,-3.3,-0.7,1,82,235,4,Brian Skinner
1071,1996,23,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.6,1.7,0.1,0.2,0.373,0.2,0.3,0.3,0.5,0.2,0.1,0.1,0.6,0.058,-4.7,-0.1,0,83,250,5,Wang Zhizhi
1072,1996,24,0.399,0.374,0.817,25.4,8.3,2.1,3,2.9,7.2,1,2.6,0.466,1.6,1.9,0.3,1.7,1.1,0.1,1.1,2.1,0.091,-0.9,9.3,1,73,200,1,Bobby Jackson
1073,1996,26,0.502,0.038,0.645,21.7,6.6,6.4,0.8,2.4,4.8,0,0,0.502,1.7,2.7,2.5,3.9,1.1,0.2,1,2.1,0.143,0.8,9,1,81,206,4,Anthony Bonner
1074,1996,27,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.4,3.7,0.4,1.1,0.43,0.5,0.6,0.5,1.1,0.3,0.2,0.4,1.1,0.076,-2.2,-0.1,1,80,220,3,Josh Grant
1075,1996,28,0.472,0,0.554,7.1,3.4,1.9,0.4,1.4,2.9,0,0,0.472,0.7,1.2,0.6,1.4,0.1,0.4,1.1,1.4,-0.074,-8,-0.8,1,88,325,5,Dexter Pittman
1076,1996,29,0.438,0.259,0.696,12.3,3.4,3.1,0.6,1.4,3.2,0,0.2,0.444,0.6,0.8,1.2,1.9,0.4,0.6,0.7,2.2,0.083,-1.3,0.8,1,84,235,5,Francisco Elson
1077,1996,30,0.505,0,0.738,19.6,7.4,4.4,0.6,2.9,5.6,0,0,0.505,1.7,2.2,1.5,2.9,0.3,0.4,1.3,2.6,0.08,-3.1,-4,1,81,235,4,Ben Coleman
1078,1996,31,0.416,0.167,0.803,13.2,3.3,2.8,0.6,1.2,2.8,0,0.2,0.421,1,1.2,0.9,1.9,0.4,0.1,0.6,1.2,0.067,-4.1,-0.8,1,81,220,4,Tremaine Fowlkes
1079,1996,33,0.401,0.286,0.74,17.2,5.1,2,2.8,1.8,4.6,0.3,0.9,0.43,1.2,1.6,0.5,1.5,0.7,0,1.2,1.1,0.063,-2.1,-0.1,1,73,175,1,Anthony Johnson
1080,1996,37,0.431,0.328,0.796,27.7,9.4,2,4.4,3.8,8.8,0.5,1.6,0.461,1.2,1.6,0.4,1.6,0.6,0.1,1.4,2.1,0.07,-2.6,-2.5,1,76,190,1,Bimbo Coles
1081,1996,38,0.526,0,0.552,7.7,2.2,1.7,0.2,0.9,1.6,0,0.1,0.526,0.5,0.8,0.5,1.2,0.1,0.1,0.4,1.1,0.031,-7.5,-0.4,1,84,245,5,Mike Brittain
1082,1996,41,0.412,0.333,0.5,7.7,2.1,1.1,0.3,1,2.4,0.1,0.2,0.426,0.1,0.1,0.2,0.9,0.4,0,0.3,1.1,-0.014,-7,-0.1,1,79,225,3,Tamar Slay
1083,1996,42,0.406,0.351,0.771,13.2,3.8,1.4,2,1.5,3.7,0.2,0.5,0.429,0.6,0.8,0.4,1,0.6,0.2,1.1,1.5,0.041,-3.7,-1.2,1,76,209,1,Doug Overton
1084,1996,43,0.356,0,0.462,3.9,1.4,1.3,0.1,0.5,1.5,0,0,0.356,0.3,0.7,0.8,0.6,0.2,0.1,0.2,0.6,0.04,-6,-0.2,1,81,240,4,Reggie Smith
1085,1996,44,0.437,0.177,0.743,16.5,6.2,4.1,0.8,2.2,5,0,0.1,0.438,1.7,2.3,1.4,2.7,0.6,0.4,1.3,2.3,0.095,-1.4,2,1,79,250,4,Tom Tolbert
1086,1996,46,0.381,0.333,0.714,8.5,3.4,0.8,0.9,1.2,3.1,0.5,1.4,0.458,0.6,0.8,0.3,0.6,0.3,0.1,0.6,1.3,0.066,-3.2,-0.1,1,75,185,1,Royal Ivey
1087,1996,48,0.424,0.4,0.629,21.5,4.5,7.1,0.7,1.7,4.1,0.1,0.1,0.432,1,1.6,2.6,4.6,0.6,0.4,0.8,2.2,0.091,-1.7,0.4,1,81,255,4,Popeye Jones
1088,1996,49,0.377,0,0.609,8.5,1.8,1.9,0.3,0.7,1.9,0,0,0.377,0.4,0.6,0.7,1.2,0.2,0.3,0.5,1.2,0.024,-4.4,-0.6,1,83,235,5,Robert Werdann
1089,1996,51,0.376,0.374,0.571,14.4,4.6,1.5,1.4,1.8,4.7,0.8,2,0.458,0.3,0.6,0.4,1.1,0.6,0.2,0.9,1.8,-0.003,-4.1,-0.6,1,77,200,2,Charles Smith
1090,1996,52,0.401,0.179,0.573,10.7,1.9,1.7,0.4,0.8,1.9,0.1,0.4,0.419,0.3,0.5,0.6,1.1,0.2,0.3,0.3,1.6,0.038,-3.2,-0.5,1,82,235,3,Ansu Sesay
1091,1996,53,0.278,0,0.889,3.7,1.4,1.1,0.2,0.4,1.4,0,0,0.278,0.6,0.7,0.3,0.8,0.2,0,0.2,0.5,0.043,-6.8,-0.1,1,79,225,4,Andre Moore
1092,1996,54,0.457,0.316,0.739,22.2,7.4,3.1,1.4,2.8,6.1,0.4,1.4,0.492,1.4,1.9,0.8,2.3,0.8,0.3,1.3,2,0.071,-0.8,4.9,1,78,208,2,Vincent Askew
1093,1996,56,0.344,0.328,0.493,9.2,2.1,0.8,1.1,0.8,2.2,0.2,0.6,0.388,0.3,0.7,0.2,0.6,0.5,0.1,0.6,1.3,0.032,-3.2,-0.3,1,74,187,1,Dee Brown
1094,1996,57,0.417,0.381,0.774,10,2.2,1.1,1.9,0.7,1.7,0.4,1.1,0.534,0.4,0.5,0.1,1,0.3,0,0.9,1.3,0.051,-4.5,-0.4,1,77,191,1,Marcus Brown
1095,1995,1,0.455,0.238,0.79,26.2,10.9,6.4,1,4.2,9.2,0,0.1,0.456,2.5,3.1,2.4,4,0.6,0.8,1.3,2.9,0.107,-1.1,5.9,1,82,225,4,Drew Gooden
1096,1995,2,0.497,0.117,0.67,27.6,12,7.5,1.3,5,10,0,0.1,0.497,2.1,3.1,2.4,5.1,0.8,1.1,1.6,3,0.119,0.3,16.4,1,81,220,4,Dave Greenwood
1097,1995,3,0.409,0.309,0.822,31.2,16.9,3.2,3.3,5.6,13.6,1,3.3,0.446,4.8,5.8,1,2.2,0.9,0.5,2.7,1.9,0.083,-0.3,12.8,1,78,218,2,Mitch Richmond
1098,1995,4,0.467,0.336,0.721,32.7,14.4,6.7,1.8,5.7,12.2,1,2.9,0.507,2.1,2.9,1.4,5.3,1,1.3,1.5,2.9,0.139,2.1,37.5,1,82,225,4,Clifford Robinson
1099,1995,5,0.497,0.275,0.789,34.5,17.8,10,3.7,7.2,14.5,0.1,0.4,0.501,3.3,4.2,2.2,7.8,1.3,1.4,2.2,2.4,0.182,5.4,94,0,83,240,3,Pau Gasol
